title,type,genre_ids,overview,release_date,popularity,vote_average,poster_path
Babylon 5,series,"[18, 10765, 10759]","Babylon 5 is a five-mile long space station located in neutral space. Built by the Earth Alliance in the 2250s, its goal is to maintain peace among the various alien races by providing a sanctuary where grievances and negotiations can be worked out among duly appointed ambassadors. A council made up of representatives from the five major space-faring civilizations - the Earth Alliance, Minbari Federation, Centauri Republic, Narn Regime, and Vorlon Empire - work with the League of Non-Aligned Worlds to keep interstellar relations under control. Aside from its diplomatic function, Babylon 5 also serves as a military post for Earth and a port of call for travelers, traders, businessmen, criminals, and Rangers.",1994-01-26,60.6621,8.033,/td8O6KJQpN9ZRiuyFUILziXFMrk.jpg
Billions,series,[18],"Shrewd, savvy U.S. Attorney Chuck Rhoades and the brilliant, ambitious hedge fund king Bobby ""Axe"" Axelrod are on an explosive collision course, with each using all of his considerable smarts, power and influence to outmaneuver the other. The stakes are in the billions in this timely, provocative series.",2016-01-17,60.2793,7.763,/edwYPQdZE998d748AdwWLsfy0rl.jpg
Dancing with the Stars,series,"[10764, 10751]","The competition sees celebrities perform choreographed dance routines which are judged by a panel of renowned ballroom experts and voted on by viewers. Enjoy sizzling salsas, sambas and spray-tans as they vie for the coveted Mirrorball Trophy.",2005-06-01,67.1964,6.1,/5ropLAggzraCNoT6QPltb9lxeP3.jpg
The King of Queens,series,[35],"Life’s good for deliveryman Doug Heffernan, until his newly widowed father-in-law, Arthur, moves in with him and his wife Carrie. Doug is no longer the king of his domain, and instead of having a big screen television in his recently renovated basement, he now has a crazy old man.",1998-09-21,62.4078,7.148,/vXs300Yvjy4Kr0iHgBtajHkYbAt.jpg
Pokémon Horizons,series,"[16, 10759, 10765, 10762]","Follow Liko and Roy as they unravel the mysteries that surround them and encounter Friede, Captain Pikachu, Amethio, and others during their exciting adventures!",2023-04-14,57.8584,8.7,/amemXW39lMbNBJFRMJ5W7q9mLP2.jpg
The Powerpuff Girls,series,"[10759, 16, 35, 10762, 10751]","A series about Blossom, Bubbles, and Buttercup, three kindergarten-aged girls with superpowers, as well as their ""father"", the brainy scientist Professor Utonium, who all live in the fictional city of Townsville, USA. The girls are frequently called upon by the town's childlike and naive mayor to help fight nearby criminals using their powers.",1998-11-18,63.0885,7.516,/468mmhMd21pY4Yx0S0woqeEcxtL.jpg
Ghosts,series,"[35, 10765]","Samantha and Jay throw caution to the wind when they convert their recently inherited country estate into a bed-and-breakfast. Call it mislaid plans. Not only is the place falling apart, but it’s also inhabited by spirits of previous residents -- whom only Samantha can see and hear.",2021-10-07,62.1717,8.055,/8yBQYa6AdvMY5H9CiAv0HkvF3UE.jpg
Gravity Falls,series,"[10759, 16, 35, 10751, 9648, 10765]","Twin brother and sister Dipper and Mabel Pines are in for an unexpected adventure when they spend the summer helping their great uncle Stan run a tourist trap in the mysterious town of Gravity Falls, Oregon.",2012-06-15,68.7418,8.62,/qwi3p6PzKfQZ4YXBzv3CP5pO2dE.jpg
Mayday,series,"[99, 18, 80]","Major real-life air disasters are depicted in this series. Each episode features a detailed dramatized reconstruction of the incident based on cockpit voice recorders and air traffic control transcripts, as well as eyewitnesses recounts and interviews with aviation experts.",2003-09-03,60.2727,8.2,/2uuVIAb4MtPmMNTpOyID5V8DzrU.jpg
True Detective,series,"[18, 9648]","An American anthology police detective series utilizing multiple timelines in which investigations seem to unearth personal and professional secrets of those involved, both within or outside the law.",2014-01-12,59.1042,8.293,/dC7jkj2g1aU8sxKqM6D4g44xA6w.jpg
Bharaghar,series,"[10751, 18, 35]","The Tele-serial BHARAGHAR revolves around a family and their various tenants. Based on the relationships between the house owner’s family and the families of the various tenants, the plot of BHARAGHAR is mainly comic and also encompasses the lives of a few neighbours. The different plots are actually a broader reflection of the urban Assamese society. Crisp dialogues and stand-out performances by the cast of the tele-serial has made it one of the most-watched TV serial in the history of Assamese television. Every episode is conceived with a view to providing viewers wholesome entertainment.",2012-11-26,62.0542,8.0,/heR3ac5EBZL3QPwrFFNEUEt8F8U.jpg
GH Dúo,series,[10764],,2019-01-08,60.2088,6.5,/sgPv3qMYHKwxz9KQxjyQokmPUHj.jpg
Will Love In Spring,series,"[18, 10751]","Chen Maidong, once a rebellious youth, chooses to become a mortician after experiencing a life-changing event. Zhuang Jie, who becomes disabled due to a car accident, strives for a better life and becomes a successful professional in a big city. This drama portrays the journey of them who, despite their contrasting personalities and circumstances, learn to understand and accept one another. Their love heals their hearts, allowing them to embrace and appreciate their ""imperfect"" selves.",2024-04-22,51.6266,8.6,/2bzJfnCkANAiISftIbmcKsx1cZI.jpg
Chicago Hope,series,"[10766, 18]","Chicago Hope is an American medical drama television series, created by David E. Kelley. It ran on CBS from September 18, 1994, to May 4, 2000. The series is set in a fictional private charity hospital in Chicago, Illinois.",1994-09-18,58.3517,7.2,/x8ic33t4NurJul1oXmvKwKtWH28.jpg
Riverdale,series,"[80, 18, 9648]","Set in the present, the series offers a bold, subversive take on Archie, Betty, Veronica and their friends, exploring the surreality of small-town life, the darkness and weirdness bubbling beneath Riverdale’s wholesome facade.",2017-01-26,67.4138,8.4,/d8mmn9thQ5dBk2qbv6BCqGUXWK3.jpg
Nip/Tuck,series,[18],"Hotshot plastic surgeons Dr. Sean McNamara and Dr. Christian Troy experience full-blown midlife crises as they confront career, family and romance problems.",2003-07-22,62.1968,7.194,/v5uEYpNbjGmJC59xqvmPW58aSTl.jpg
Loki,series,"[18, 10765]","After stealing the Tesseract during the events of “Avengers: Endgame,” an alternate version of Loki is brought to the mysterious Time Variance Authority, a bureaucratic organization that exists outside of time and space and monitors the timeline. They give Loki a choice: face being erased from existence due to being a “time variant” or help fix the timeline and stop a greater threat.",2021-06-09,60.4246,8.174,/kEl2t3OhXc3Zb9FBh1AuYzRTgZp.jpg
Dragnet,series,"[18, 80]","Follows the cases of a dedicated Los Angeles police detective, Sergeant Joe Friday, and his partners. The show takes its name from the police term ""dragnet"", meaning a system of coordinated measures for apprehending criminals or suspects.",1951-12-16,57.7685,6.486,/393BVqnVaioYBE5f3LMUwFRAwPQ.jpg
Only Murders in the Building,series,"[35, 9648, 80]",Three strangers share an obsession with true crime and suddenly find themselves wrapped up in one.,2021-08-31,58.9237,8.417,/1yjFVQZuW8aofZ5Cgol8iImsVFp.jpg
Nonstop,series,"[18, 35]","Nonstop is a South Korean slice-of-life sitcom that broadcast its first season in 2000 on MBC. It continued with 5 more seasons. The series was popular for its cast of teen idols, many who debuted through the show..",2000-05-15,50.575,5.333,/elXJzhz1dM0lO7fK2BfO2pVtC7l.jpg
The View,series,[10767],"ABC Daytime's morning chatfest, currently featuring Whoopi Goldberg, Joy Behar, Sunny Hostin, Sara Haines, Alyssa Farah Griffin, and Ana Navarro discussing the most exciting events of the day. Hot topics in the news, the best experts in their field, celebrity interviews and general entertainment are all part of The View.",1997-08-11,58.2542,4.345,/pEUNIxCMh2jFjUj7u09f4O5CcR4.jpg
Full House,series,"[35, 10751]","After the death of his wife, Danny enlists his best friend and his brother-in-law to help raise his three daughters, D.J., Stephanie, and Michelle.",1987-09-22,62.1766,7.542,/7g0EyKsIaYjYw3gCIBKMHHE0Kcu.jpg
Saathi,series,[18],A young woman leads her life happily in an orphanage until she crosses paths with a prominent lawyer who proposes a contractual marriage in return for helping her get through a difficult situation.,2022-02-07,54.3272,2.0,/9QDFJZxCBCAc5oTrJW7XJYF78cD.jpg
The Last of Us,series,[18],"Twenty years after modern civilization has been destroyed, Joel, a hardened survivor, is hired to smuggle Ellie, a 14-year-old girl, out of an oppressive quarantine zone. What starts as a small job soon becomes a brutal, heartbreaking journey, as they both must traverse the United States and depend on each other for survival.",2023-01-15,61.5244,8.412,/dmo6TYuuJgaYinXBPjrgG9mB5od.jpg
CSI: NY,series,"[80, 18, 9648]","Follow the investigations of a team of NYPD forensic scientists and police officers identified as ""Crime Scene Investigators"".",2004-09-22,58.4534,7.32,/4TGV4Bb3OPay4cHkQRlfwghv3vC.jpg
Teen Wolf,series,"[10765, 18, 35]","Scott McCall, a high school student living in the town of Beacon Hills has his life drastically changed when he's bitten by a werewolf, becoming one himself. He must henceforth learn to balance his problematic new identity with his day-to-day teenage life. The following characters are instrumental to his struggle: Stiles, his best friend; Allison, his love interest who comes from a family of werewolf hunters; and Derek, a mysterious werewolf with a dark past. Throughout the series, he strives to keep his loved ones safe while maintaining normal relationships with them.",2011-06-05,64.2476,8.4,/wjKBTcNy1xihmExqJI8kM2qvavP.jpg
Na Wspólnej,series,[10766],"Na Wspólnej is a Polish soap opera. It has been running since 2003 on the TVN channel as its flagship primetime weekday soap opera. It is loosely based on the German production Unter Uns and it follows the lives of the inhabitants of an apartment block in Wspólna Street, Warsaw. Episodes tend to last around 20 minutes. It is a Polish version of the Hungarian ""Barátok közt"".

The series is shot almost entirely in Warsaw and produced by the Polish branch of Freemantle Media. On 9 September 2008 it celebrated its 1000th episode; ""Na Wspólnej"" was the fourth Polish television series ever to achieve such status. A special episode was broadcast in which characters from some other of TVN's most popular shows visited Wspólna Street.",2003-01-27,62.7873,4.7,/uksRhdaOn64bO5d33d7rcTbrhJI.jpg
Detective Conan,series,"[16, 80, 9648, 35]","The son of a world famous mystery writer, Jimmy Kudo, has achieved his own notoriety by assisting the local police as a student detective. He has always been able to solve the most difficult of criminal cases using his wits and power of reason.",1996-01-08,59.2758,8.0,/rRIEFvHRy01OYzmXQBbGeW0Qilc.jpg
Stuart Fails to Save the Universe,series,"[35, 10765]","After accidentally creating a new multiverse, comic book store owner Stuart Bloom must locate a quantum-interference device to restore reality.",2026-07-23,59.9221,8.967,/txj8ujTZwGUjpCdhCsQBnTlh4aS.jpg
Sword Art Online,series,"[16, 10765, 10759]","In the near future, a Virtual Reality Massive Multiplayer Online Role-Playing Game (VRMMORPG) called Sword Art Online has been released where players control their avatars with their bodies using a piece of technology called Nerve Gear. One day, players discover they cannot log out, as the game creator is holding them captive unless they reach the 100th floor of the game's tower and defeat the final boss. However, if they die in the game, they die in real life. Their struggle for survival starts now...",2012-07-08,56.0159,8.2,/9m8bFIXPg26taNrFSXGwEORVACD.jpg
Sex Education,series,"[35, 18]",Inexperienced Otis channels his sex therapist mom when he teams up with rebellious Maeve to set up an underground sex therapy clinic at school.,2019-01-11,64.1182,8.194,/bc3bmTdnoKcRuO9xdQKgAbB7Y9Z.jpg
Super Wings,series,"[16, 10762]","An action-packed preschool series about an adorable jet plane named Jett who travels the world delivering packages to children. On every delivery, Jett encounters a new problem that the he and his friends the Super Wings must work together to solve!",2014-09-01,53.6449,6.6,/lu2DNsIQgn1Jb6djHvrqJSUQXXl.jpg
Family Affairs,series,"[18, 10766]",Focuses on the lives of residents in the fictional London suburb of Charnham.,1997-03-30,63.3862,3.7,/oVzzgkPAf9eN4NNGFcZ5amk8NZF.jpg
Plus belle la vie,series,"[18, 35, 80]","The daily lives of the inhabitants of ""le Mistral"", an imaginary neighbourhood in the Mediterranean port city of Marseille, where wealthy families cross paths with the less than rich.",2004-08-30,61.8635,4.4,/aXlOXlcVFsujKMckoDpD3asS2yn.jpg
Ciné regards,series,[99],,1978-01-04,52.0296,5.0,/neCpAdj9o3EKkB5wntZt1nxCofb.jpg
Parks and Recreation,series,[35],"In an attempt to beautify her town — and advance her career — Leslie Knope, a mid-level bureaucrat in the Parks and Recreation Department of Pawnee, Indiana, takes on bureaucrats, cranky neighbors, and single-issue fanatics whose weapons are lawsuits, the jumble of city codes, and the democratic process she loves so much.",2009-04-09,56.0985,8.047,/5IOj62y2Eb2ngyYmEn1IJ7bFhzH.jpg
